Fecha;Demanda (MW)
2012-07-18 20;34067.5
2012-07-18 21;33625.5
2012-07-18 22;33693.33
2012-07-18 23;31681.33
2012-07-19 00;29689.16
2012-07-19 01;27629.33
2012-07-19 02;26023.5
2012-07-19 03;25270.16
2012-07-19 04;24943.83
2012-07-19 05;24928.83
2012-07-19 06;26340.33
2012-07-19 07;27986.83
2012-07-19 08;30424.66
2012-07-19 09;32862.5
2012-07-19 10;34914.66
2012-07-19 11;35918.16
2012-07-19 12;36918.33
2012-07-19 13;37495.0
2012-07-19 14;36562.66
2012-07-19 15;36012.5
2012-07-19 16;35906.5
2012-07-19 17;35972.33
2012-07-19 18;35538.83
2012-07-19 19;34951.5
2012-07-19 20;34033.16
2012-07-19 21;33766.33
2012-07-19 22;33685.33
2012-07-19 23;31454.16
2012-07-20 00;29591.5
2012-07-20 01;27518.83
2012-07-20 02;26005.66
2012-07-20 03;25275.83
2012-07-20 04;24810.5
2012-07-20 05;24931.33
2012-07-20 06;26332.66
2012-07-20 07;28136.66
2012-07-20 08;30451.0
2012-07-20 09;32927.16
2012-07-20 10;35077.33
2012-07-20 11;35761.5
2012-07-20 12;36752.5
2012-07-20 13;37144.16
2012-07-20 14;36193.66
2012-07-20 15;35230.83
2012-07-20 16;35104.16
2012-07-20 17;35074.66
2012-07-20 18;34738.66
2012-07-20 19;34191.66
2012-07-20 20;33112.16
2012-07-20 21;32716.66
2012-07-20 22;32494.5
2012-07-20 23;30532.33
2012-07-21 00;28961.66
2012-07-21 01;27135.5
2012-07-21 02;25586.5
2012-07-21 03;24779.16
2012-07-21 04;24158.66
2012-07-21 05;23785.0
2012-07-21 06;23614.0
2012-07-21 07;23389.83
2012-07-21 08;24717.5
2012-07-21 09;26981.33
2012-07-21 10;29249.0
2012-07-21 11;30413.16
2012-07-21 12;30956.33
2012-07-21 13;31450.33
2012-07-21 14;31242.0
2012-07-21 15;30373.66
2012-07-21 16;29734.16
2012-07-21 17;29436.83
2012-07-21 18;29074.0
2012-07-21 19;29037.5
2012-07-21 20;29038.5
2012-07-21 21;29434.66
2012-07-21 22;29771.5
2012-07-21 23;28066.66
2012-07-22 00;26458.0
2012-07-22 01;24785.66
2012-07-22 02;23319.83
2012-07-22 03;22540.16
2012-07-22 04;21982.33
2012-07-22 05;21840.16
2012-07-22 06;21762.66
2012-07-22 07;20776.83
2012-07-22 08;21629.0
2012-07-22 09;23126.16
2012-07-22 10;24878.16
2012-07-22 11;25862.16
2012-07-22 12;26599.66
2012-07-22 13;27413.66
2012-07-22 14;27945.0
2012-07-22 15;27336.5
2012-07-22 16;26979.0
2012-07-22 17;26457.0
2012-07-22 18;26480.5
2012-07-22 19;26626.66
2012-07-22 20;26778.66
2012-07-22 21;27806.5
2012-07-22 22;29700.33
2012-07-22 23;28598.5
2012-07-23 00;26314.33
2012-07-23 01;24500.16
2012-07-23 02;23301.5
2012-07-23 03;22634.66
2012-07-23 04;22398.66
2012-07-23 05;22677.33
2012-07-23 06;24798.16
2012-07-23 07;26843.66
2012-07-23 08;29593.83
2012-07-23 09;32357.16
2012-07-23 10;34188.83
2012-07-23 11;34864.16
2012-07-23 12;35517.16
2012-07-23 13;35889.16
2012-07-23 14;35018.16
2012-07-23 15;34050.16
2012-07-23 16;34004.16
2012-07-23 17;34104.33
2012-07-23 18;33962.83
2012-07-23 19;33251.66
2012-07-23 20;32365.16
2012-07-23 21;32358.16
2012-07-23 22;32333.16
2012-07-23 23;30038.16
2012-07-24 00;28241.66
2012-07-24 01;26087.33
2012-07-24 02;24857.83
2012-07-24 03;24090.83
2012-07-24 04;23876.83
2012-07-24 05;24004.0
2012-07-24 06;25549.66
2012-07-24 07;27367.66
2012-07-24 08;29743.0
2012-07-24 09;32302.0
2012-07-24 10;34127.66
2012-07-24 11;34941.0
2012-07-24 12;35702.33
2012-07-24 13;36113.83
2012-07-24 14;35106.83
2012-07-24 15;34311.5
2012-07-24 16;34232.83
2012-07-24 17;34297.66
2012-07-24 18;33884.0
2012-07-24 19;33412.16
2012-07-24 20;32640.0
2012-07-24 21;32381.33
2012-07-24 22;32357.83
2012-07-24 23;30051.5
2012-07-25 00;28179.66
2012-07-25 01;26081.83
2012-07-25 02;24759.66
2012-07-25 03;24082.83
2012-07-25 04;23808.0
2012-07-25 05;23978.33
2012-07-25 06;25373.33
2012-07-25 07;26798.66
2012-07-25 08;28978.83
2012-07-25 09;31628.16
2012-07-25 10;33567.0
2012-07-25 11;34323.83
2012-07-25 12;35336.33
2012-07-25 13;35845.5
2012-07-25 14;35014.16
2012-07-25 15;34188.5
2012-07-25 16;34184.0
2012-07-25 17;34152.33
2012-07-25 18;33863.33
2012-07-25 19;33296.16
2012-07-25 20;32486.66
2012-07-25 21;32349.83
2012-07-25 22;31944.66
2012-07-25 23;29550.16
2012-07-26 00;28010.0
2012-07-26 01;26228.83
2012-07-26 02;24882.33
2012-07-26 03;24212.66
2012-07-26 04;23922.16
2012-07-26 05;24136.66
2012-07-26 06;25610.0
2012-07-26 07;27316.83
2012-07-26 08;29584.33
2012-07-26 09;32387.0
2012-07-26 10;34504.33
2012-07-26 11;35368.16
2012-07-26 12;36230.16
2012-07-26 13;36581.83
2012-07-26 14;35522.33
2012-07-26 15;34825.66
2012-07-26 16;34697.83
2012-07-26 17;34866.83
2012-07-26 18;34385.83
2012-07-26 19;33644.0
2012-07-26 20;32965.83
2012-07-26 21;33014.83
2012-07-26 22;32318.5
2012-07-26 23;30090.83
2012-07-27 00;28183.66
2012-07-27 01;26212.0
2012-07-27 02;24920.83
2012-07-27 03;24315.16
2012-07-27 04;24114.16
2012-07-27 05;24256.33
2012-07-27 06;25765.5
2012-07-27 07;27420.33
2012-07-27 08;29657.0
2012-07-27 09;32136.0
2012-07-27 10;34028.0
2012-07-27 11;34709.33
2012-07-27 12;35498.66
2012-07-27 13;35787.0
2012-07-27 14;34673.16
2012-07-27 15;33455.16
2012-07-27 16;33288.66
2012-07-27 17;33195.83
2012-07-27 18;32766.5
2012-07-27 19;32193.33
2012-07-27 20;31560.16
2012-07-27 21;31372.33
2012-07-27 22;30812.16
2012-07-27 23;28974.66
2012-07-28 00;27762.0
2012-07-28 01;26137.33
2012-07-28 02;24524.83
2012-07-28 03;23563.83
2012-07-28 04;23107.16
2012-07-28 05;22601.83
2012-07-28 06;22684.83
2012-07-28 07;22624.33
2012-07-28 08;23909.66
2012-07-28 09;26262.5
2012-07-28 10;28622.0
2012-07-28 11;29639.0
2012-07-28 12;30294.66
2012-07-28 13;30537.83
2012-07-28 14;29968.66
2012-07-28 15;29045.33
2012-07-28 16;28374.5
2012-07-28 17;28111.16
2012-07-28 18;27932.33
2012-07-28 19;27739.83
2012-07-28 20;27847.16
2012-07-28 21;28676.0
2012-07-28 22;28851.83
2012-07-28 23;27245.66
2012-07-29 00;25459.16
2012-07-29 01;23791.33
2012-07-29 02;22373.33
2012-07-29 03;21525.0
2012-07-29 04;21106.0
2012-07-29 05;20712.33
2012-07-29 06;20728.83
2012-07-29 07;20068.66
2012-07-29 08;20762.5
2012-07-29 09;22346.5
2012-07-29 10;24051.5
2012-07-29 11;25192.33
2012-07-29 12;25935.0
2012-07-29 13;26488.0
2012-07-29 14;26962.66
2012-07-29 15;26309.33
2012-07-29 16;25813.5
2012-07-29 17;25496.33
2012-07-29 18;25559.5
2012-07-29 19;25580.0
2012-07-29 20;25903.33
2012-07-29 21;27203.83
2012-07-29 22;28820.66
2012-07-29 23;27318.16
2012-07-30 00;25334.16
2012-07-30 01;23413.33
2012-07-30 02;22119.83
2012-07-30 03;21541.33
2012-07-30 04;21461.66
2012-07-30 05;21769.66
2012-07-30 06;23557.66
2012-07-30 07;25492.5
2012-07-30 08;27961.16
2012-07-30 09;30733.83
2012-07-30 10;32726.83
2012-07-30 11;33825.16
2012-07-30 12;34703.83
2012-07-30 13;35349.0
2012-07-30 14;34561.66
2012-07-30 15;33645.83
2012-07-30 16;33607.33
2012-07-30 17;33709.0
2012-07-30 18;33345.0
2012-07-30 19;32732.16
2012-07-30 20;31811.83
2012-07-30 21;31880.66
2012-07-30 22;32018.66
2012-07-30 23;29560.33
2012-07-31 00;27566.83
2012-07-31 01;25550.66
2012-07-31 02;24064.33
2012-07-31 03;23280.5
2012-07-31 04;22980.0
2012-07-31 05;23147.5
2012-07-31 06;24555.0
2012-07-31 07;26224.16
2012-07-31 08;28513.83
2012-07-31 09;31338.16
2012-07-31 10;33253.83
2012-07-31 11;34221.0
2012-07-31 12;35084.5
2012-07-31 13;35783.0
2012-07-31 14;34984.66
2012-07-31 15;34220.66
2012-07-31 16;34085.83
2012-07-31 17;34109.83
2012-07-31 18;33837.66
2012-07-31 19;33056.0
2012-07-31 20;32266.33
2012-07-31 21;32145.0
2012-07-31 22;32115.83
2012-07-31 23;29784.66
2012-08-01 00;27894.66
2012-08-01 01;25815.66
2012-08-01 02;24286.66
2012-08-01 03;23575.16
2012-08-01 04;23162.33
2012-08-01 05;23287.16
2012-08-01 06;24759.66
2012-08-01 07;26490.0
2012-08-01 08;29214.5
2012-08-01 09;31836.66
2012-08-01 10;34023.5
2012-08-01 11;35255.33
2012-08-01 12;36239.16
2012-08-01 13;37205.5
2012-08-01 14;36349.83
2012-08-01 15;35620.83
2012-08-01 16;35438.66
2012-08-01 17;35361.66
2012-08-01 18;34969.66
2012-08-01 19;34035.33
2012-08-01 20;33198.66
2012-08-01 21;33131.0
2012-08-01 22;32965.0
2012-08-01 23;30517.16
2012-08-02 00;28252.66
2012-08-02 01;26046.33
2012-08-02 02;24593.5
2012-08-02 03;23866.83
2012-08-02 04;23477.33
2012-08-02 05;23632.0
2012-08-02 06;24934.0
2012-08-02 07;26488.83
2012-08-02 08;29190.33
2012-08-02 09;31904.5
2012-08-02 10;34114.83
2012-08-02 11;35120.83
2012-08-02 12;36036.33
2012-08-02 13;36585.33
2012-08-02 14;35784.5
2012-08-02 15;34963.16
2012-08-02 16;34861.33
2012-08-02 17;34900.5
2012-08-02 18;34487.33
2012-08-02 19;33641.66
2012-08-02 20;32862.5
2012-08-02 21;32876.5
2012-08-02 22;32638.5
2012-08-02 23;30365.0
2012-08-03 00;28189.66
2012-08-03 01;26052.33
2012-08-03 02;24529.16
2012-08-03 03;23685.5
2012-08-03 04;23291.16
2012-08-03 05;23274.83
2012-08-03 06;24659.33
2012-08-03 07;26191.5
2012-08-03 08;28823.5
2012-08-03 09;31528.66
2012-08-03 10;33628.33
2012-08-03 11;34546.16
2012-08-03 12;35371.5
2012-08-03 13;35979.66
2012-08-03 14;34999.33
2012-08-03 15;34027.16
2012-08-03 16;33744.5
2012-08-03 17;33641.83
2012-08-03 18;33215.0
2012-08-03 19;32499.0
2012-08-03 20;31674.83
2012-08-03 21;31632.83
2012-08-03 22;31391.33
2012-08-03 23;29360.83
2012-08-04 00;27662.33
2012-08-04 01;25797.0
2012-08-04 02;24362.33
2012-08-04 03;23300.5
2012-08-04 04;22621.0
2012-08-04 05;22298.16
2012-08-04 06;22310.83
2012-08-04 07;22141.83
2012-08-04 08;23298.33
2012-08-04 09;25631.5
2012-08-04 10;27943.33
2012-08-04 11;29085.83
2012-08-04 12;29650.33
2012-08-04 13;30296.83
2012-08-04 14;30052.83
2012-08-04 15;29362.33
2012-08-04 16;28702.33
2012-08-04 17;28579.66
2012-08-04 18;28251.83
2012-08-04 19;28004.0
2012-08-04 20;28096.66
2012-08-04 21;29016.66
2012-08-04 22;29107.66
2012-08-04 23;27362.5
2012-08-05 00;25433.66
2012-08-05 01;23873.0
2012-08-05 02;22423.66
2012-08-05 03;21434.16
2012-08-05 04;20857.83
2012-08-05 05;20668.66
2012-08-05 06;20614.5
2012-08-05 07;19933.33
2012-08-05 08;20381.16
2012-08-05 09;21995.5
2012-08-05 10;23655.33
2012-08-05 11;24823.33
2012-08-05 12;25523.83
2012-08-05 13;26028.83
2012-08-05 14;26376.16
2012-08-05 15;25810.33
2012-08-05 16;25179.83
2012-08-05 17;24708.0
2012-08-05 18;24592.33
2012-08-05 19;24581.83
2012-08-05 20;25158.5
2012-08-05 21;27090.66
2012-08-05 22;28156.0
2012-08-05 23;26628.66
2012-08-06 00;24686.83
2012-08-06 01;22913.66
2012-08-06 02;21919.0
2012-08-06 03;21266.33
2012-08-06 04;20988.5
2012-08-06 05;21260.0
2012-08-06 06;22676.33
2012-08-06 07;24091.33
2012-08-06 08;26360.83
2012-08-06 09;28901.5
2012-08-06 10;30734.16
2012-08-06 11;31591.0
2012-08-06 12;32179.83
2012-08-06 13;32733.0
2012-08-06 14;32131.33
2012-08-06 15;31175.16
2012-08-06 16;30841.83
2012-08-06 17;30750.5
2012-08-06 18;30488.16
2012-08-06 19;30102.33
2012-08-06 20;29509.83
2012-08-06 21;30365.0
2012-08-06 22;30148.5
2012-08-06 23;27817.5
2012-08-07 00;25715.5
2012-08-07 01;23838.16
2012-08-07 02;22599.33
2012-08-07 03;21921.33
2012-08-07 04;21690.33
2012-08-07 05;21843.0
2012-08-07 06;23108.5
2012-08-07 07;24383.5
2012-08-07 08;26691.66
2012-08-07 09;29377.0
2012-08-07 10;31272.66
2012-08-07 11;32428.33
2012-08-07 12;33192.5
2012-08-07 13;33721.83
2012-08-07 14;32948.0
2012-08-07 15;32020.16
2012-08-07 16;31779.66
2012-08-07 17;31851.33
2012-08-07 18;31668.33
2012-08-07 19;31008.83
2012-08-07 20;30384.83
2012-08-07 21;31056.66
2012-08-07 22;30862.16
2012-08-07 23;28582.16
2012-08-08 00;26457.0
2012-08-08 01;24524.33
2012-08-08 02;23290.33
2012-08-08 03;22622.33
2012-08-08 04;22279.83
2012-08-08 05;22455.83
2012-08-08 06;23715.33
2012-08-08 07;25199.0
2012-08-08 08;27438.16
2012-08-08 09;30146.83
2012-08-08 10;32285.66
2012-08-08 11;33135.83
2012-08-08 12;33983.66
2012-08-08 13;34594.0
2012-08-08 14;34125.16
2012-08-08 15;33191.0
2012-08-08 16;33046.66
2012-08-08 17;33133.5
2012-08-08 18;32785.66
2012-08-08 19;32177.5
2012-08-08 20;31538.0
2012-08-08 21;32224.16
2012-08-08 22;32111.5
2012-08-08 23;29904.16
2012-08-09 00;27613.5
2012-08-09 01;25662.16
2012-08-09 02;24230.66
2012-08-09 03;23442.16
2012-08-09 04;23109.0
2012-08-09 05;23244.16
2012-08-09 06;24586.33
2012-08-09 07;25910.66
2012-08-09 08;28154.16
2012-08-09 09;30881.83
2012-08-09 10;33108.5
2012-08-09 11;34354.16
2012-08-09 12;35329.0
2012-08-09 13;36093.0
2012-08-09 14;35614.33
2012-08-09 15;34768.66
2012-08-09 16;34608.33
2012-08-09 17;34744.83
2012-08-09 18;34348.16
2012-08-09 19;33777.16
2012-08-09 20;33047.5
2012-08-09 21;33828.0
2012-08-09 22;33686.16
2012-08-09 23;31358.33
2012-08-10 00;28930.5
2012-08-10 01;26696.83
2012-08-10 02;25017.16
2012-08-10 03;24203.33
2012-08-10 04;23804.66
2012-08-10 05;23730.5
2012-08-10 06;24890.83
2012-08-10 07;26191.33
2012-08-10 08;28561.5
2012-08-10 09;31251.66
2012-08-10 10;33731.16
2012-08-10 11;34849.0
2012-08-10 12;36033.33
2012-08-10 13;36938.0
2012-08-10 14;36409.66
2012-08-10 15;35584.33
2012-08-10 16;35208.66
2012-08-10 17;34883.16
2012-08-10 18;34670.16
2012-08-10 19;34015.83
2012-08-10 20;33237.16
2012-08-10 21;33697.16
2012-08-10 22;33282.33
2012-08-10 23;31162.83
2012-08-11 00;29126.66
2012-08-11 01;27085.33
2012-08-11 02;25463.83
2012-08-11 03;24205.83
2012-08-11 04;23726.66
2012-08-11 05;23217.5
2012-08-11 06;23163.66
2012-08-11 07;23101.5
2012-08-11 08;24016.16
2012-08-11 09;26421.0
2012-08-11 10;28998.16
2012-08-11 11;30298.5
2012-08-11 12;31148.0
2012-08-11 13;31981.0
2012-08-11 14;31879.83
2012-08-11 15;31286.0
2012-08-11 16;30734.5
2012-08-11 17;30345.83
2012-08-11 18;30052.16
2012-08-11 19;29667.33
2012-08-11 20;29528.83
2012-08-11 21;30795.5
2012-08-11 22;30382.0
2012-08-11 23;28591.0
2012-08-12 00;26661.66
2012-08-12 01;24910.16
2012-08-12 02;23232.5
2012-08-12 03;22427.33
2012-08-12 04;21656.66
2012-08-12 05;21487.16
2012-08-12 06;21349.83
2012-08-12 07;20681.0
2012-08-12 08;20893.16
2012-08-12 09;22397.33
2012-08-12 10;23947.66
2012-08-12 11;25142.33
2012-08-12 12;25969.66
2012-08-12 13;26615.5
2012-08-12 14;26924.83
2012-08-12 15;26417.5
2012-08-12 16;26099.66
2012-08-12 17;26126.83
2012-08-12 18;25965.83
2012-08-12 19;25811.0
2012-08-12 20;25812.33
2012-08-12 21;27851.16
2012-08-12 22;28672.66
2012-08-12 23;27082.66
2012-08-13 00;25269.83
2012-08-13 01;23637.16
2012-08-13 02;22315.16
2012-08-13 03;21609.33
2012-08-13 04;21261.5
2012-08-13 05;21427.33
2012-08-13 06;22856.0
2012-08-13 07;24378.5
2012-08-13 08;26431.83
2012-08-13 09;29247.5
2012-08-13 10;31303.66
2012-08-13 11;32242.83
2012-08-13 12;33074.66
2012-08-13 13;33821.33
2012-08-13 14;33429.83
2012-08-13 15;32659.5
2012-08-13 16;32118.83
2012-08-13 17;32228.33
2012-08-13 18;31779.0
2012-08-13 19;31013.0
2012-08-13 20;30521.66
2012-08-13 21;31625.66
2012-08-13 22;31056.33
2012-08-13 23;28738.5
2012-08-14 00;26695.83
2012-08-14 01;24906.16
2012-08-14 02;23417.66
2012-08-14 03;22743.16
2012-08-14 04;22426.0
2012-08-14 05;22554.83
2012-08-14 06;23592.16
2012-08-14 07;24885.33
2012-08-14 08;26914.83
2012-08-14 09;29553.0
2012-08-14 10;31557.0
2012-08-14 11;32522.33
2012-08-14 12;33334.66
2012-08-14 13;33779.33
2012-08-14 14;33187.0
2012-08-14 15;32482.83
2012-08-14 16;32399.33
2012-08-14 17;32248.66
2012-08-14 18;31942.83
2012-08-14 19;31227.0
2012-08-14 20;30623.66
2012-08-14 21;31741.83
2012-08-14 22;30876.33
2012-08-14 23;28572.83
2012-08-15 00;26656.5
2012-08-15 01;24796.5
2012-08-15 02;23516.16
2012-08-15 03;22628.66
2012-08-15 04;22051.66
2012-08-15 05;21899.0
2012-08-15 06;21805.83
2012-08-15 07;21708.5
2012-08-15 08;21927.0
2012-08-15 09;23566.33
2012-08-15 10;25038.0
2012-08-15 11;26021.83
2012-08-15 12;26644.66
2012-08-15 13;27189.16
2012-08-15 14;27223.0
2012-08-15 15;26420.0
2012-08-15 16;26048.0
2012-08-15 17;25636.0
2012-08-15 18;25772.83
2012-08-15 19;25888.16
2012-08-15 20;26029.66
2012-08-15 21;28069.66
2012-08-15 22;28902.0
2012-08-15 23;27225.5
2012-08-16 00;25538.33
2012-08-16 01;23650.0
2012-08-16 02;22500.5
2012-08-16 03;21886.66
2012-08-16 04;21567.16
2012-08-16 05;21607.0
2012-08-16 06;22793.16
2012-08-16 07;24193.5
2012-08-16 08;25950.33
2012-08-16 09;28638.83
2012-08-16 10;30645.33
2012-08-16 11;31797.0
2012-08-16 12;32598.16
2012-08-16 13;33360.16
2012-08-16 14;33158.5
2012-08-16 15;32174.0
2012-08-16 16;31981.5
2012-08-16 17;32037.5
2012-08-16 18;31817.33
2012-08-16 19;31377.16
2012-08-16 20;30979.66
2012-08-16 21;32155.16
2012-08-16 22;31857.66
2012-08-16 23;29740.0
2012-08-17 00;27623.33
2012-08-17 01;25539.83
2012-08-17 02;23991.16
2012-08-17 03;23191.0
2012-08-17 04;22823.16
2012-08-17 05;22824.5
2012-08-17 06;23806.33
2012-08-17 07;25021.16
2012-08-17 08;26785.0
2012-08-17 09;29386.0
2012-08-17 10;31388.16
2012-08-17 11;32727.33
2012-08-17 12;33673.66
2012-08-17 13;34629.33
2012-08-17 14;34376.0
2012-08-17 15;33468.33
2012-08-17 16;33273.33
2012-08-17 17;33240.5
2012-08-17 18;32775.0
2012-08-17 19;32154.83
2012-08-17 20;31629.66
2012-08-17 21;32542.66
2012-08-17 22;31775.0
2012-08-17 23;29720.5
2012-08-18 00;27982.66
2012-08-18 01;25941.83
2012-08-18 02;24529.66
2012-08-18 03;23479.16
2012-08-18 04;23067.66
2012-08-18 05;22638.66
2012-08-18 06;22838.0
2012-08-18 07;22698.66
2012-08-18 08;23369.83
2012-08-18 09;25572.5
2012-08-18 10;27753.16
2012-08-18 11;28948.66
2012-08-18 12;29738.5
2012-08-18 13;30564.0
2012-08-18 14;30615.0
2012-08-18 15;30056.5
2012-08-18 16;29762.5
2012-08-18 17;29449.16
2012-08-18 18;29388.83
2012-08-18 19;29227.33
2012-08-18 20;29391.83
2012-08-18 21;31142.5
2012-08-18 22;30672.33
2012-08-18 23;28921.33
2012-08-19 00;27120.0
2012-08-19 01;25460.0
2012-08-19 02;23833.83
2012-08-19 03;22964.0
2012-08-19 04;22413.5
2012-08-19 05;21935.83
2012-08-19 06;22021.0
2012-08-19 07;21635.0
2012-08-19 08;21690.66
2012-08-19 09;23279.0
2012-08-19 10;24999.5
2012-08-19 11;26219.5
2012-08-19 12;27038.0
2012-08-19 13;28038.66
2012-08-19 14;28624.5
2012-08-19 15;28195.83
2012-08-19 16;27689.33
2012-08-19 17;27431.5
2012-08-19 18;27281.0
2012-08-19 19;27378.0
2012-08-19 20;27845.5
2012-08-19 21;30184.66
2012-08-19 22;30817.0
2012-08-19 23;29235.66
2012-08-20 00;27126.5
2012-08-20 01;25177.5
2012-08-20 02;23877.16
2012-08-20 03;23020.0
2012-08-20 04;22631.83
2012-08-20 05;22688.83
2012-08-20 06;24183.83
2012-08-20 07;26202.33
2012-08-20 08;28413.5
2012-08-20 09;31320.83
2012-08-20 10;33523.16
2012-08-20 11;34939.16
2012-08-20 12;36116.0
2012-08-20 13;37224.66
2012-08-20 14;37300.33
2012-08-20 15;36594.66
2012-08-20 16;35942.33
2012-08-20 17;35926.0
2012-08-20 18;35581.0
2012-08-20 19;34557.0
2012-08-20 20;33742.0
2012-08-20 21;35209.66
2012-08-20 22;34361.5
2012-08-20 23;32081.33
2012-08-21 00;29736.16
2012-08-21 01;27528.33
2012-08-21 02;25923.5
2012-08-21 03;25131.5
2012-08-21 04;24468.33
2012-08-21 05;24510.5
2012-08-21 06;25570.83
2012-08-21 07;27118.66
2012-08-21 08;29192.16
2012-08-21 09;31849.83
2012-08-21 10;34125.16
2012-08-21 11;35637.83
2012-08-21 12;36956.16
2012-08-21 13;37997.66
2012-08-21 14;37583.83
2012-08-21 15;36743.33
2012-08-21 16;36450.66
2012-08-21 17;36472.33
2012-08-21 18;36002.5
2012-08-21 19;34992.16
2012-08-21 20;34328.83
2012-08-21 21;35624.33
2012-08-21 22;34742.5
2012-08-21 23;32249.33
2012-08-22 00;30039.5
2012-08-22 01;27674.83
2012-08-22 02;26132.0
2012-08-22 03;25203.83
2012-08-22 04;24851.33
2012-08-22 05;24825.33
2012-08-22 06;25914.66
2012-08-22 07;27343.0
2012-08-22 08;29424.0
2012-08-22 09;32242.83
2012-08-22 10;34430.83
2012-08-22 11;35719.83
2012-08-22 12;37011.5
2012-08-22 13;38053.5
2012-08-22 14;37772.16
2012-08-22 15;36931.33
2012-08-22 16;36653.33
2012-08-22 17;36346.66
2012-08-22 18;35629.83
2012-08-22 19;34848.5
2012-08-22 20;33939.66
2012-08-22 21;35319.16
2012-08-22 22;34105.66
2012-08-22 23;31502.0
2012-08-23 00;29278.5
2012-08-23 01;27171.83
2012-08-23 02;25713.66
2012-08-23 03;24857.66
2012-08-23 04;24298.33
2012-08-23 05;24482.83
2012-08-23 06;25525.33
2012-08-23 07;27063.0
2012-08-23 08;29048.83
2012-08-23 09;31693.16
2012-08-23 10;34004.66
2012-08-23 11;34979.83
2012-08-23 12;36026.16
2012-08-23 13;36791.66
2012-08-23 14;36227.33
2012-08-23 15;35410.16
2012-08-23 16;35495.16
2012-08-23 17;35455.5
2012-08-23 18;34876.5
2012-08-23 19;33806.16
2012-08-23 20;33113.66
2012-08-23 21;34784.33
2012-08-23 22;33496.16
2012-08-23 23;31180.33
2012-08-24 00;28980.0
2012-08-24 01;26687.5
2012-08-24 02;25001.0
2012-08-24 03;24269.0
2012-08-24 04;23892.83
2012-08-24 05;23900.83
2012-08-24 06;25137.83
2012-08-24 07;26746.66
2012-08-24 08;28480.66
2012-08-24 09;30962.83
2012-08-24 10;33183.0
2012-08-24 11;34344.83
2012-08-24 12;35257.83
2012-08-24 13;35997.66
2012-08-24 14;35277.83
2012-08-24 15;34301.66
2012-08-24 16;33851.0
2012-08-24 17;33756.66
2012-08-24 18;33488.5
2012-08-24 19;32957.66
2012-08-24 20;32498.5
2012-08-24 21;33838.5
2012-08-24 22;32019.83
2012-08-24 23;29954.5
2012-08-25 00;28245.33
2012-08-25 01;26303.5
2012-08-25 02;24802.16
2012-08-25 03;23777.16
2012-08-25 04;23185.5
2012-08-25 05;22803.0
2012-08-25 06;22894.66
2012-08-25 07;22991.16
2012-08-25 08;23651.0
2012-08-25 09;25997.83
2012-08-25 10;28175.83
2012-08-25 11;29462.5
2012-08-25 12;30187.83
2012-08-25 13;30843.83
2012-08-25 14;30707.5
2012-08-25 15;29991.83
2012-08-25 16;29373.33
2012-08-25 17;28952.16
2012-08-25 18;28733.33
2012-08-25 19;28428.16
2012-08-25 20;28367.66
2012-08-25 21;30601.0
2012-08-25 22;29815.66
2012-08-25 23;28017.83
2012-08-26 00;26305.16
2012-08-26 01;24451.0
2012-08-26 02;23094.83
2012-08-26 03;22320.83
2012-08-26 04;21720.16
2012-08-26 05;21554.66
2012-08-26 06;21555.16
2012-08-26 07;21196.33
2012-08-26 08;21085.16
2012-08-26 09;22505.16
2012-08-26 10;24041.16
2012-08-26 11;25214.5
2012-08-26 12;25928.33
2012-08-26 13;26835.33
2012-08-26 14;27132.83
2012-08-26 15;26615.16
2012-08-26 16;26076.33
2012-08-26 17;25756.66
2012-08-26 18;25747.83
2012-08-26 19;25567.16
2012-08-26 20;26147.83
2012-08-26 21;28878.0
2012-08-26 22;29097.5
2012-08-26 23;27503.16
2012-08-27 00;25790.0
2012-08-27 01;23944.0
2012-08-27 02;22696.5
2012-08-27 03;22181.5
2012-08-27 04;21901.83
2012-08-27 05;22201.33
2012-08-27 06;24061.83
2012-08-27 07;26284.5
2012-08-27 08;28467.5
2012-08-27 09;31311.0
2012-08-27 10;33420.33
2012-08-27 11;34577.83
2012-08-27 12;35650.66
2012-08-27 13;36493.16
2012-08-27 14;35719.83
2012-08-27 15;34658.66
2012-08-27 16;34314.16
2012-08-27 17;34437.16
2012-08-27 18;34014.66
2012-08-27 19;33233.16
2012-08-27 20;32795.16
2012-08-27 21;34421.5
2012-08-27 22;32672.5
2012-08-27 23;30151.5
2012-08-28 00;28139.66
2012-08-28 01;26292.16
2012-08-28 02;24890.83
2012-08-28 03;24130.33
2012-08-28 04;23915.83
2012-08-28 05;24007.5
2012-08-28 06;25471.16
2012-08-28 07;27294.83
2012-08-28 08;29294.16
2012-08-28 09;32023.83
2012-08-28 10;34081.0
2012-08-28 11;35102.5
2012-08-28 12;36161.66
2012-08-28 13;36709.16
2012-08-28 14;36076.66
2012-08-28 15;34974.5
2012-08-28 16;34765.5
2012-08-28 17;34726.83
2012-08-28 18;34244.5
2012-08-28 19;33364.33
2012-08-28 20;32992.83
2012-08-28 21;34727.66
2012-08-28 22;33000.0
2012-08-28 23;30314.33
2012-08-29 00;28326.66
2012-08-29 01;26263.0
2012-08-29 02;24958.83
2012-08-29 03;24192.83
2012-08-29 04;23843.83
2012-08-29 05;24043.33
2012-08-29 06;25507.0
2012-08-29 07;27682.5
2012-08-29 08;29647.0
2012-08-29 09;32192.16
2012-08-29 10;34336.5
